Structure,Experiment,Dataset Size,Node,Iteration,KL Divergence NeuralBN,KL Divergence TraditionalBN,Training Time NeuralBN
complex_20_node_structure,1.0,1000,A,1,0.0009927604178645785,0.00013654898767298008,13.87781810760498
complex_20_node_structure,1.0,1000,D,1,0.0309184273970033,0.021580789180577025,13.87781810760498
complex_20_node_structure,1.0,1000,E,1,0.003995026756108154,0.0012289223300109642,13.87781810760498
complex_20_node_structure,1.0,1000,F,1,0.03535133771151457,0.01796146998559662,13.87781810760498
complex_20_node_structure,1.0,1000,B,1,0.0018231559289253081,0.001430753463539526,13.87781810760498
complex_20_node_structure,1.0,1000,G,1,0.011818168313138052,0.0023898197652727797,13.87781810760498
complex_20_node_structure,1.0,1000,H,1,0.014724871216568618,0.0005767770050261175,13.87781810760498
complex_20_node_structure,1.0,1000,C,1,4.4097154575799095e-05,0.00020840663464294362,13.87781810760498
complex_20_node_structure,1.0,1000,I,1,0.003399107439963021,0.005166843959144069,13.87781810760498
complex_20_node_structure,1.0,1000,J,1,0.004192318689079316,0.0042424990360047645,13.87781810760498
complex_20_node_structure,1.0,1000,K,1,0.009786050333206488,0.0007512526301441955,13.87781810760498
complex_20_node_structure,1.0,1000,L,1,0.00783779880027394,0.008974156103357552,13.87781810760498
complex_20_node_structure,1.0,1000,M,1,0.0025540438571859036,0.005453063598333757,13.87781810760498
complex_20_node_structure,1.0,1000,N,1,0.03497763414650244,0.0027683584195708753,13.87781810760498
complex_20_node_structure,1.0,1000,O,1,0.0002044248318412668,0.0003583822696374872,13.87781810760498
complex_20_node_structure,1.0,1000,P,1,0.0016667571546478844,0.001573192336482121,13.87781810760498
complex_20_node_structure,1.0,1000,Q,1,0.01311694866873975,0.0038107884046680255,13.87781810760498
complex_20_node_structure,1.0,1000,R,1,0.01846963828913795,0.0035489961229816505,13.87781810760498
complex_20_node_structure,1.0,1000,S,1,0.00627757396898901,0.004327951129184941,13.87781810760498
complex_20_node_structure,1.0,1000,T,1,0.013973207738836814,0.00878040847721822,13.87781810760498
complex_20_node_structure,1.0,1000,A,2,0.0016488597229900488,8.956969614216242e-07,13.264082908630371
complex_20_node_structure,1.0,1000,D,2,0.005885141103380641,0.00399584387821867,13.264082908630371
complex_20_node_structure,1.0,1000,E,2,0.013757492200637296,0.00203357126075502,13.264082908630371
complex_20_node_structure,1.0,1000,F,2,0.00759727210015477,0.0021746137395317025,13.264082908630371
complex_20_node_structure,1.0,1000,B,2,0.00020652011576490804,6.444482447174639e-06,13.264082908630371
complex_20_node_structure,1.0,1000,G,2,0.007912976464364858,0.0034578955260403162,13.264082908630371
complex_20_node_structure,1.0,1000,H,2,0.0018480562749995698,0.0017836400971645242,13.264082908630371
complex_20_node_structure,1.0,1000,C,2,0.0002532685941123488,0.00020840663464294362,13.264082908630371
complex_20_node_structure,1.0,1000,I,2,0.00391989977276808,0.002213370658726699,13.264082908630371
complex_20_node_structure,1.0,1000,J,2,0.010936942922601132,0.003927866152768135,13.264082908630371
complex_20_node_structure,1.0,1000,K,2,0.00920658824698791,0.03916817495278703,13.264082908630371
complex_20_node_structure,1.0,1000,L,2,0.00938232818509646,0.0013260791657007532,13.264082908630371
complex_20_node_structure,1.0,1000,M,2,0.009372511241404612,0.006633748932191262,13.264082908630371
complex_20_node_structure,1.0,1000,N,2,0.0055566793647227304,0.00014678569289658036,13.264082908630371
complex_20_node_structure,1.0,1000,O,2,0.004126168983127962,0.003322023187524561,13.264082908630371
complex_20_node_structure,1.0,1000,P,2,0.0008812137620697229,2.6626732246598723e-05,13.264082908630371
complex_20_node_structure,1.0,1000,Q,2,0.005420916732661349,0.003941016966629485,13.264082908630371
complex_20_node_structure,1.0,1000,R,2,0.0022955725360210262,0.002120988995703758,13.264082908630371
complex_20_node_structure,1.0,1000,S,2,0.009342493116719301,0.002336211757198018,13.264082908630371
complex_20_node_structure,1.0,1000,T,2,0.0283202396229248,0.21678887644857514,13.264082908630371
complex_20_node_structure,1.0,1000,A,3,0.00010567034581710323,2.7928568500175084e-05,12.15439772605896
complex_20_node_structure,1.0,1000,D,3,0.005986074718788341,0.005139661439543197,12.15439772605896
complex_20_node_structure,1.0,1000,E,3,0.015009923542066842,0.015657360368442147,12.15439772605896
complex_20_node_structure,1.0,1000,F,3,0.0012010808476692746,3.143356336416438e-05,12.15439772605896
complex_20_node_structure,1.0,1000,B,3,0.0011589891557239641,0.00020397342842239617,12.15439772605896
complex_20_node_structure,1.0,1000,G,3,0.01441590851104477,0.007529867000747508,12.15439772605896
complex_20_node_structure,1.0,1000,H,3,0.0050923232241775335,0.005849033182415477,12.15439772605896
complex_20_node_structure,1.0,1000,C,3,0.0027253894154994837,0.00044426476025699255,12.15439772605896
complex_20_node_structure,1.0,1000,I,3,0.0031434020793518723,0.0006763912217816869,12.15439772605896
complex_20_node_structure,1.0,1000,J,3,0.0070072285048823945,0.0014420815520195655,12.15439772605896
complex_20_node_structure,1.0,1000,K,3,0.009543784487152224,0.0078470663519342,12.15439772605896
complex_20_node_structure,1.0,1000,L,3,0.009694342995199572,0.0011869541951059922,12.15439772605896
complex_20_node_structure,1.0,1000,M,3,0.004556567190223298,0.005894455583026731,12.15439772605896
complex_20_node_structure,1.0,1000,N,3,0.037041375302157814,0.020087864357612676,12.15439772605896
complex_20_node_structure,1.0,1000,O,3,0.010442320838080854,0.005507497422806605,12.15439772605896
complex_20_node_structure,1.0,1000,P,3,0.004936738397391954,0.0005046997160053088,12.15439772605896
complex_20_node_structure,1.0,1000,Q,3,0.003654693276843155,0.0005211146147732681,12.15439772605896
complex_20_node_structure,1.0,1000,R,3,0.0015305800812882159,0.0021430779913419644,12.15439772605896
complex_20_node_structure,1.0,1000,S,3,0.0046114849340038394,0.0027231924504679365,12.15439772605896
complex_20_node_structure,1.0,1000,T,3,0.016101705970109702,0.01024589151286884,12.15439772605896
complex_20_node_structure,1.0,1000,A,4,0.0010016725387167053,0.00020080482779893244,14.780096292495728
complex_20_node_structure,1.0,1000,D,4,0.0038997352289793365,0.0067140804819611315,14.780096292495728
complex_20_node_structure,1.0,1000,E,4,0.05752447669514501,0.013617836996718473,14.780096292495728
complex_20_node_structure,1.0,1000,F,4,0.003216057073518217,0.0011378385927040564,14.780096292495728
complex_20_node_structure,1.0,1000,B,4,0.0009342783038265821,0.00026881212843088594,14.780096292495728
complex_20_node_structure,1.0,1000,G,4,0.00909814578166378,0.005533693592661312,14.780096292495728
complex_20_node_structure,1.0,1000,H,4,0.0022588552497379896,0.0015450713969998096,14.780096292495728
complex_20_node_structure,1.0,1000,C,4,0.014473813065156674,0.00020840663464294362,14.780096292495728
