Structure,Experiment,Dataset Size,Node,Iteration,KL Divergence NeuralBN,KL Divergence TraditionalBN,Training Time NeuralBN
tree_structure,2.0,1000,A,1,0.00018440303050545198,0.0005914994104891675,9.491155624389648
tree_structure,2.0,1000,B,1,0.0010095478703588305,0.0007887788789346472,9.491155624389648
tree_structure,2.0,1000,C,1,0.00565847389217887,0.001103441332026687,9.491155624389648
tree_structure,2.0,1000,D,1,0.005328261024162624,7.586999964797605e-05,9.491155624389648
tree_structure,2.0,1000,E,1,0.0032346263273250776,0.00349276701468014,9.491155624389648
tree_structure,2.0,1000,F,1,0.002084381073990177,6.450304668385431e-07,9.491155624389648
tree_structure,2.0,1000,G,1,0.006615989635360454,0.0016107415568747626,9.491155624389648
tree_structure,2.0,1000,H,1,0.00014790721950828727,0.0009035414746614498,9.491155624389648
tree_structure,2.0,1000,I,1,0.003491230833490847,0.0009690795853658958,9.491155624389648
tree_structure,2.0,1000,J,1,0.00022166667372551394,0.0023269036169090984,9.491155624389648
tree_structure,2.0,1000,K,1,0.010193451606568732,0.0036591502879595983,9.491155624389648
tree_structure,2.0,1000,A,2,0.00040831153378476787,4.251283544911069e-05,11.282907962799072
tree_structure,2.0,1000,B,2,0.006509590380992268,0.0007948749052528476,11.282907962799072
tree_structure,2.0,1000,C,2,0.001722770020364305,0.000998114133981324,11.282907962799072
tree_structure,2.0,1000,D,2,0.0016889753827493414,0.00015863325877479162,11.282907962799072
tree_structure,2.0,1000,E,2,0.0030602400369302554,0.002595015122505026,11.282907962799072
tree_structure,2.0,1000,F,2,7.259897328863691e-05,0.00037303271042336264,11.282907962799072
tree_structure,2.0,1000,G,2,0.008854076673434793,0.002123217641530356,11.282907962799072
tree_structure,2.0,1000,H,2,0.002586058199369329,0.000755618160956103,11.282907962799072
tree_structure,2.0,1000,I,2,0.009036269675140396,0.010043934223360172,11.282907962799072
tree_structure,2.0,1000,J,2,0.0049778844601197185,0.00029131411820185844,11.282907962799072
tree_structure,2.0,1000,K,2,0.024373037579753343,6.127239711055869e-05,11.282907962799072
tree_structure,2.0,1000,A,3,0.0024018504377168563,0.0004302832797855871,9.680605173110962
tree_structure,2.0,1000,B,3,0.013964965731054473,0.004723809802447642,9.680605173110962
tree_structure,2.0,1000,C,3,0.0016458870502104022,0.0004120392259668445,9.680605173110962
tree_structure,2.0,1000,D,3,0.004483720819641282,0.0022296953622485344,9.680605173110962
tree_structure,2.0,1000,E,3,0.007454097771725288,0.003224563543133255,9.680605173110962
tree_structure,2.0,1000,F,3,0.0002989850772233422,0.00013989527715709427,9.680605173110962
tree_structure,2.0,1000,G,3,0.002926417157801649,0.0005603732099714596,9.680605173110962
tree_structure,2.0,1000,H,3,0.0001060015246518841,0.0005501939686583714,9.680605173110962
tree_structure,2.0,1000,I,3,0.0018657096616803114,0.0015471435114945255,9.680605173110962
tree_structure,2.0,1000,J,3,0.0031546181204416797,0.0008305333920370158,9.680605173110962
tree_structure,2.0,1000,K,3,0.010592564368405829,5.793374920384092e-05,9.680605173110962
tree_structure,2.0,1000,A,4,0.0009557190458592407,0.0012011623253989044,9.561977624893188
tree_structure,2.0,1000,B,4,0.005185190810308212,0.003939204730073111,9.561977624893188
tree_structure,2.0,1000,C,4,0.0034031592958883366,0.009686623906733942,9.561977624893188
tree_structure,2.0,1000,D,4,0.007797668393855511,0.004807468409119456,9.561977624893188
tree_structure,2.0,1000,E,4,0.000275652354646232,0.0005702740594219853,9.561977624893188
tree_structure,2.0,1000,F,4,0.0038212896034894948,0.0024827479269933016,9.561977624893188
tree_structure,2.0,1000,G,4,0.00046224255950125855,0.0012288729147299283,9.561977624893188
tree_structure,2.0,1000,H,4,0.0007090183619598367,0.0005660912898269527,9.561977624893188
tree_structure,2.0,1000,I,4,0.0005836799674719222,0.004242987861925645,9.561977624893188
tree_structure,2.0,1000,J,4,0.0014007173642742684,0.0013059144077931957,9.561977624893188
tree_structure,2.0,1000,K,4,0.005482470616788138,0.00015097297011044074,9.561977624893188
tree_structure,2.0,1000,A,5,0.005201425550310834,0.0012467441008740948,9.721094608306885
tree_structure,2.0,1000,B,5,0.014957543211320284,0.006005710622807421,9.721094608306885
tree_structure,2.0,1000,C,5,0.005787851236205064,0.0011653745107844454,9.721094608306885
tree_structure,2.0,1000,D,5,0.002835062966572537,0.0026706248388241247,9.721094608306885
tree_structure,2.0,1000,E,5,0.0013879726406572468,0.0007632335655878945,9.721094608306885
tree_structure,2.0,1000,F,5,0.0024933222520695346,0.00048718265792981226,9.721094608306885
tree_structure,2.0,1000,G,5,0.0028354882162784346,0.0010822917518497786,9.721094608306885
tree_structure,2.0,1000,H,5,0.004862894570214138,0.0024337534926721586,9.721094608306885
tree_structure,2.0,1000,I,5,0.003222650379923671,0.0011134840378020355,9.721094608306885
tree_structure,2.0,1000,J,5,0.002617848205568332,0.0014340128813558626,9.721094608306885
tree_structure,2.0,1000,K,5,0.0019318046326331668,0.0012680091025071738,9.721094608306885
tree_structure,2.0,1000,A,6,0.0020780994224722966,2.259051136375024e-05,9.982072353363037
tree_structure,2.0,1000,B,6,0.001287904139159449,0.00012767136624621661,9.982072353363037
tree_structure,2.0,1000,C,6,0.0038418359429488666,0.0006846220587803905,9.982072353363037
tree_structure,2.0,1000,D,6,0.011339814005053944,0.0014868380192694405,9.982072353363037
tree_structure,2.0,1000,E,6,0.001509119174005532,0.0007176968343052745,9.982072353363037
tree_structure,2.0,1000,F,6,0.003659661175469656,0.0006742372541976276,9.982072353363037
tree_structure,2.0,1000,G,6,0.010340805669552306,0.0014289040009334546,9.982072353363037
tree_structure,2.0,1000,H,6,0.003775680072773232,0.0005056640169752583,9.982072353363037
tree_structure,2.0,1000,I,6,0.0014724530500203718,0.0002140683234517259,9.982072353363037
tree_structure,2.0,1000,J,6,0.0006050356548875364,0.001851573938570523,9.982072353363037
tree_structure,2.0,1000,K,6,0.005059751957822064,0.00035384770816626176,9.982072353363037
tree_structure,2.0,1000,A,7,8.21102612626242e-05,0.0007036584655815657,11.444430589675903
tree_structure,2.0,1000,B,7,0.0010796742378857789,0.0004644797722051187,11.444430589675903
tree_structure,2.0,1000,C,7,0.005469243142055415,0.0002580753830351483,11.444430589675903
tree_structure,2.0,1000,D,7,0.0017240302357856606,0.0009006926119375491,11.444430589675903
tree_structure,2.0,1000,E,7,0.005410889161348499,0.0024230429703349793,11.444430589675903
tree_structure,2.0,1000,F,7,5.057329056781497e-05,0.00016617523959714178,11.444430589675903
tree_structure,2.0,1000,G,7,0.0009101881252533775,0.00019891502526084596,11.444430589675903
tree_structure,2.0,1000,H,7,0.00032812998510819416,0.0029077994594925716,11.444430589675903
tree_structure,2.0,1000,I,7,0.006541934809479734,0.0004211543776494848,11.444430589675903
tree_structure,2.0,1000,J,7,0.03912134264829889,0.0002311794103008125,11.444430589675903
tree_structure,2.0,1000,K,7,0.0002624761915462543,0.0011171003749207056,11.444430589675903
tree_structure,2.0,1000,A,8,7.717102245403517e-06,0.0003401581800858127,10.88418436050415
tree_structure,2.0,1000,B,8,0.00038768421217442095,0.00047292535515819877,10.88418436050415
tree_structure,2.0,1000,C,8,0.0008714005580277222,0.0008990192231432218,10.88418436050415
tree_structure,2.0,1000,D,8,0.00029303154025079985,0.002718161788804827,10.88418436050415
tree_structure,2.0,1000,E,8,0.0015377788494197204,0.00026663149731232655,10.88418436050415
tree_structure,2.0,1000,F,8,0.004803194780693867,0.002219354617235759,10.88418436050415
tree_structure,2.0,1000,G,8,0.0015809350720202607,6.652272903715363e-05,10.88418436050415
tree_structure,2.0,1000,H,8,0.003888626395091988,0.0017375997784728685,10.88418436050415
tree_structure,2.0,1000,I,8,0.0018194180451090265,0.002374916889915925,10.88418436050415
tree_structure,2.0,1000,J,8,0.005168300094727782,0.0024529356728368716,10.88418436050415
tree_structure,2.0,1000,K,8,0.006748797665140877,0.0002663864113150766,10.88418436050415
tree_structure,2.0,1000,A,9,0.002756949868162842,5.262711373735544e-08,12.641602039337158
tree_structure,2.0,1000,B,9,0.0034554814141148915,0.0014042402628564564,12.641602039337158
tree_structure,2.0,1000,C,9,0.01864743841334149,0.0009540840601472301,12.641602039337158
tree_structure,2.0,1000,D,9,0.006038342237118988,0.0009636554495487696,12.641602039337158
tree_structure,2.0,1000,E,9,0.002425086287865769,0.0024846742349010453,12.641602039337158
tree_structure,2.0,1000,F,9,0.0009478418536923417,0.0004635612545158042,12.641602039337158
tree_structure,2.0,1000,G,9,0.0005573822249729005,0.0028820294197761482,12.641602039337158
tree_structure,2.0,1000,H,9,0.0009031919098224112,0.00046412917000448605,12.641602039337158
tree_structure,2.0,1000,I,9,0.012601211132878884,0.0016052600134446263,12.641602039337158
tree_structure,2.0,1000,J,9,0.0010334925154595232,0.0006600214800746302,12.641602039337158
tree_structure,2.0,1000,K,9,0.0006545715983719972,0.0005812771334689267,12.641602039337158
tree_structure,2.0,1000,A,10,0.00038613312983827065,6.1939003745195564e-06,10.47010326385498
tree_structure,2.0,1000,B,10,0.016260072280308305,0.007770236429456416,10.47010326385498
tree_structure,2.0,1000,C,10,0.001916974301080179,0.000671877318959316,10.47010326385498
tree_structure,2.0,1000,D,10,0.0037935795602891606,0.0025497201634708117,10.47010326385498
