Structure,Experiment,Dataset Size,Fold,Node,Iteration,KL Divergence NeuralBN,KL Divergence TraditionalBN,Training Time NeuralBN
sparse_structure_2,4,5,1,A,1,0.21828693131338922,0.7272350064625769,5.322188138961792
sparse_structure_2,4,5,1,G,1,0.689862313867623,0.674341712629045,5.322188138961792
sparse_structure_2,4,5,1,B,1,1.3258969115375352,3.751601849889932,5.322188138961792
sparse_structure_2,4,5,1,C,1,0.13356141311524974,0.06817752207956182,5.322188138961792
sparse_structure_2,4,5,1,D,1,0.02673832752132556,0.05811694379219387,5.322188138961792
sparse_structure_2,4,5,1,H,1,2.007827788192367,1.267675439373201,5.322188138961792
sparse_structure_2,4,5,1,I,1,0.8445605763167634,3.882187534923103,5.322188138961792
sparse_structure_2,4,5,1,E,1,1.4630898005251471,3.446925668287252,5.322188138961792
sparse_structure_2,4,5,1,J,1,0.9213651951481044,0.0495999841548313,5.322188138961792
sparse_structure_2,4,5,1,F,1,0.9920048386714653,3.900791899352361,5.322188138961792
sparse_structure_2,4,5,2,A,1,0.10613642281787804,0.16644530131316873,6.542639493942261
sparse_structure_2,4,5,2,G,1,1.69394308224582,3.5198462692034638,6.542639493942261
sparse_structure_2,4,5,2,B,1,0.0020645318042179957,0.005576997599820929,6.542639493942261
sparse_structure_2,4,5,2,C,1,0.0009530045890571888,0.0005690217096796114,6.542639493942261
sparse_structure_2,4,5,2,D,1,0.001215930557264308,1.0214137024544632e-05,6.542639493942261
sparse_structure_2,4,5,2,H,1,0.37914070728218885,2.000459490412984,6.542639493942261
sparse_structure_2,4,5,2,I,1,1.290108099759991,1.497051796670174,6.542639493942261
sparse_structure_2,4,5,2,E,1,0.13871863014841837,0.20083680478068017,6.542639493942261
sparse_structure_2,4,5,2,J,1,0.929190540014518,0.2874104528179725,6.542639493942261
sparse_structure_2,4,5,2,F,1,2.3320574707097803,6.268465791079342,6.542639493942261
sparse_structure_2,4,5,1,A,2,0.2243319003709572,0.7272350064625769,5.060873746871948
sparse_structure_2,4,5,1,G,2,0.20342074984940128,0.1542420193907584,5.060873746871948
sparse_structure_2,4,5,1,B,2,1.5583291391289438,3.751601849889932,5.060873746871948
sparse_structure_2,4,5,1,C,2,1.057754360661248,3.030382481108345,5.060873746871948
sparse_structure_2,4,5,1,D,2,0.0676923093352276,0.05811694379219387,5.060873746871948
sparse_structure_2,4,5,1,H,2,0.08108496478506601,0.9523723186320662,5.060873746871948
sparse_structure_2,4,5,1,I,2,2.5918848481689487,3.6406279582801044,5.060873746871948
sparse_structure_2,4,5,1,E,2,0.007953355962549001,0.04209819922839721,5.060873746871948
sparse_structure_2,4,5,1,J,2,1.5936190770491434,0.054039261348045056,5.060873746871948
sparse_structure_2,4,5,1,F,2,1.4864583679831456,3.900791899352361,5.060873746871948
sparse_structure_2,4,5,2,A,2,0.23085766430588653,0.7272350064625769,7.855560302734375
sparse_structure_2,4,5,2,G,2,0.16315171068251164,3.4380351322360254,7.855560302734375
sparse_structure_2,4,5,2,B,2,2.3033309531875914,3.751601849889932,7.855560302734375
sparse_structure_2,4,5,2,C,2,0.2931304564295462,0.2535640582683228,7.855560302734375
sparse_structure_2,4,5,2,D,2,2.393649949779875,7.064748540427407,7.855560302734375
sparse_structure_2,4,5,2,H,2,1.9898602207724831,0.36015246176638355,7.855560302734375
sparse_structure_2,4,5,2,I,2,0.4544100571370179,0.8701384131406695,7.855560302734375
sparse_structure_2,4,5,2,E,2,1.2719961160184494,3.446925668287252,7.855560302734375
sparse_structure_2,4,5,2,J,2,0.6801483386641507,0.10185460274368655,7.855560302734375
sparse_structure_2,4,5,2,F,2,0.008785601257097993,0.008914829512127631,7.855560302734375
sparse_structure_2,4,5,1,A,3,0.3423160922375067,0.39222301923227093,4.643720865249634
sparse_structure_2,4,5,1,G,3,0.6802101713623296,0.15019465311542285,4.643720865249634
sparse_structure_2,4,5,1,B,3,1.4377073928155355,3.751601849889932,4.643720865249634
sparse_structure_2,4,5,1,C,3,0.08579150221662968,0.06817752207956182,4.643720865249634
sparse_structure_2,4,5,1,D,3,0.11422408452397997,0.05811694379219387,4.643720865249634
sparse_structure_2,4,5,1,H,3,0.4418692392037779,0.3478238674856423,4.643720865249634
sparse_structure_2,4,5,1,I,3,1.8686495795545695,0.23616889958536832,4.643720865249634
sparse_structure_2,4,5,1,E,3,0.053511411211673715,0.04209819922839721,4.643720865249634
sparse_structure_2,4,5,1,J,3,0.9161244634932048,0.8559322779489826,4.643720865249634
sparse_structure_2,4,5,1,F,3,1.287023575526581,3.900791899352361,4.643720865249634
sparse_structure_2,4,5,2,A,3,0.3042003069655753,0.7272350064625769,7.714296579360962
sparse_structure_2,4,5,2,G,3,2.080187854481844,0.34670558555433406,7.714296579360962
