Structure,Experiment,Dataset Size,Fold,Node,Iteration,KL Divergence NeuralBN,KL Divergence TraditionalBN,Training Time NeuralBN
triangular_structure,2,5,1,A,1,3.5709187817846875,6.708541025504551,0.9766478538513184
triangular_structure,2,5,1,B,1,0.011214282805688874,0.003231972010263918,0.9766478538513184
triangular_structure,2,5,1,C,1,1.3454189085028918,2.3974409972841473,0.9766478538513184
triangular_structure,2,5,2,A,1,0.2084226223417705,0.19499285228904453,1.2701749801635742
triangular_structure,2,5,2,B,1,0.03729983469292711,0.006318529039759178,1.2701749801635742
triangular_structure,2,5,2,C,1,1.7490963184075585,4.722149545449949,1.2701749801635742
triangular_structure,2,5,1,A,2,1.4949244112229692,3.4969766573315493,0.8940250873565674
triangular_structure,2,5,1,B,2,1.8876126524165282,2.485813792811358,0.8940250873565674
triangular_structure,2,5,1,C,2,1.5694382256559531,0.6233336638847874,0.8940250873565674
triangular_structure,2,5,2,A,2,0.0016143542101496877,0.0016417628655899241,1.2074649333953857
triangular_structure,2,5,2,B,2,0.009593569246076628,0.00014541498076865722,1.2074649333953857
triangular_structure,2,5,2,C,2,3.735428140071883,7.901152236636345,1.2074649333953857
triangular_structure,2,5,1,A,3,3.6791935163984517,6.708541025504551,0.7899734973907471
triangular_structure,2,5,1,B,3,1.785746720566918,0.00014541498076865722,0.7899734973907471
triangular_structure,2,5,1,C,3,0.2178688920653571,0.07273244911834567,0.7899734973907471
triangular_structure,2,5,2,A,3,2.6430390786652467,3.4969766573315493,1.4640119075775146
triangular_structure,2,5,2,B,3,0.038378784710936004,0.006318529039759178,1.4640119075775146
triangular_structure,2,5,2,C,3,1.3791231031306896,0.005963547270296549,1.4640119075775146
triangular_structure,2,5,1,A,4,0.016348115946443587,0.03942828966787788,1.0357637405395508
triangular_structure,2,5,1,B,4,2.393587671162648,5.438860488969296,1.0357637405395508
triangular_structure,2,5,1,C,4,2.5234107021795706,5.458090536110435,1.0357637405395508
triangular_structure,2,5,2,A,4,8.684976696455779e-05,0.0016417628655899241,1.5024969577789307
triangular_structure,2,5,2,B,4,3.202741129048939,5.438860488969296,1.5024969577789307
triangular_structure,2,5,2,C,4,0.3997942850483853,2.235185638365164,1.5024969577789307
triangular_structure,2,5,1,A,5,0.04517550617636629,0.03942828966787788,1.124901294708252
triangular_structure,2,5,1,B,5,0.9391404495379008,4.965309056582957,1.124901294708252
triangular_structure,2,5,1,C,5,0.3842878279167964,1.2436580892944407,1.124901294708252
triangular_structure,2,5,2,A,5,1.9301144069055187,3.4969766573315493,1.3945014476776123
triangular_structure,2,5,2,B,5,0.017984700989434894,0.029721429026659123,1.3945014476776123
triangular_structure,2,5,2,C,5,2.245287325683991,1.5435464908872376,1.3945014476776123
triangular_structure,2,5,1,A,6,0.017792825037587737,0.03942828966787788,0.9725282192230225
triangular_structure,2,5,1,B,6,1.5569670922140544,5.3406935788213135,0.9725282192230225
triangular_structure,2,5,1,C,6,0.590104142690567,1.7321549750626706,0.9725282192230225
triangular_structure,2,5,2,A,6,0.005878088875198861,0.0016417628655899241,1.3063085079193115
triangular_structure,2,5,2,B,6,0.31172405382936896,2.211682737750481,1.3063085079193115
triangular_structure,2,5,2,C,6,0.7033388346955386,2.8244629244527992,1.3063085079193115
triangular_structure,2,5,1,A,7,0.09330237799809354,0.03942828966787788,1.0255064964294434
triangular_structure,2,5,1,B,7,2.045330854989084,4.694264558551575,1.0255064964294434
triangular_structure,2,5,1,C,7,0.7356741374512855,1.904250097450349,1.0255064964294434
triangular_structure,2,5,2,A,7,0.14735010764536577,0.19499285228904453,1.5347490310668945
triangular_structure,2,5,2,B,7,2.111731816479085,4.792431468699558,1.5347490310668945
triangular_structure,2,5,2,C,7,3.4980997145230095,2.6200315387152058,1.5347490310668945
triangular_structure,2,5,1,A,8,1.7525604279732232,3.4969766573315493,1.0210907459259033
triangular_structure,2,5,1,B,8,0.005313226857100645,0.00014541498076865722,1.0210907459259033
triangular_structure,2,5,1,C,8,1.2230405482152982,3.0840837432993413,1.0210907459259033
triangular_structure,2,5,2,A,8,1.4502340783729872,3.4969766573315493,1.0947730541229248
triangular_structure,2,5,2,B,8,0.14539571768825907,0.06494453676685699,1.0947730541229248
triangular_structure,2,5,2,C,8,0.10661774685786321,1.2436580892944407,1.0947730541229248
triangular_structure,2,5,1,A,9,1.6504616293710062,3.4969766573315493,0.7930214405059814
triangular_structure,2,5,1,B,9,2.32379396372888,2.583980702959341,0.7930214405059814
triangular_structure,2,5,1,C,9,0.11907032410269398,0.058198671584082255,0.7930214405059814
triangular_structure,2,5,2,A,9,0.1900094191881838,0.19499285228904453,1.3436338901519775
triangular_structure,2,5,2,B,9,2.8452033183763152,4.965309056582957,1.3436338901519775
triangular_structure,2,5,2,C,9,1.287978035928218,0.02912248474849831,1.3436338901519775
triangular_structure,2,5,1,A,10,1.3301234066354957,3.4969766573315493,0.8905222415924072
triangular_structure,2,5,1,B,10,0.01622469959426119,0.00014541498076865722,0.8905222415924072
triangular_structure,2,5,1,C,10,2.143850382784623,6.47493228023904,0.8905222415924072
triangular_structure,2,5,2,A,10,1.7870797397769045,3.4969766573315493,1.6618311405181885
triangular_structure,2,5,2,B,10,3.050845754311955,5.161642876878923,1.6618311405181885
triangular_structure,2,5,2,C,10,0.058156423419937917,0.06056112272946638,1.6618311405181885
triangular_structure,2,5,1,A,11,0.06159547975828458,0.03942828966787788,0.8976905345916748
triangular_structure,2,5,1,B,11,2.4579835901582494,5.438860488969296,0.8976905345916748
triangular_structure,2,5,1,C,11,2.550202146846874,2.758144603847258,0.8976905345916748
triangular_structure,2,5,2,A,11,0.0006088581903048972,0.0016417628655899241,1.1247494220733643
triangular_structure,2,5,2,B,11,0.2811348079934944,2.211682737750481,1.1247494220733643
triangular_structure,2,5,2,C,11,2.807795690746313,3.240447913754668,1.1247494220733643
triangular_structure,2,5,1,A,12,1.7876010760126373,3.4969766573315493,1.0681395530700684
triangular_structure,2,5,1,B,12,0.025502514682154268,0.006318529039759178,1.0681395530700684
triangular_structure,2,5,1,C,12,0.8437332425870081,0.003009238475134018,1.0681395530700684
triangular_structure,2,5,2,A,12,5.151901573929006,6.708541025504551,1.4570446014404297
triangular_structure,2,5,2,B,12,0.049708159734157625,0.00014541498076865722,1.4570446014404297
triangular_structure,2,5,2,C,12,1.026613796991155,0.07273244911834567,1.4570446014404297
triangular_structure,2,5,1,A,13,1.3983913391705636,3.4969766573315493,1.077768325805664
triangular_structure,2,5,1,B,13,0.014334637219442819,0.003231972010263918,1.077768325805664
triangular_structure,2,5,1,C,13,2.0370485327805494,1.857968670014298,1.077768325805664
triangular_structure,2,5,2,A,13,0.013862983859525266,0.0016417628655899241,1.5264530181884766
triangular_structure,2,5,2,B,13,2.737132674416318,5.161642876878923,1.5264530181884766
triangular_structure,2,5,2,C,13,1.5604403995105112,1.9131581031232463,1.5264530181884766
triangular_structure,2,5,1,A,14,0.029882791409492737,0.03942828966787788,0.9423606395721436
triangular_structure,2,5,1,B,14,2.731299473895738,5.438860488969296,0.9423606395721436
triangular_structure,2,5,1,C,14,2.3504459055636646,2.758144603847258,0.9423606395721436
triangular_structure,2,5,2,A,14,0.024839559758564625,0.0016417628655899241,1.348656415939331
triangular_structure,2,5,2,B,14,0.35262184443992883,2.211682737750481,1.348656415939331
triangular_structure,2,5,2,C,14,0.7174375391607701,1.857968670014298,1.348656415939331
triangular_structure,2,5,1,A,15,1.5443389110797623,3.4969766573315493,0.8962945938110352
triangular_structure,2,5,1,B,15,1.9373186345412055,2.583980702959341,0.8962945938110352
triangular_structure,2,5,1,C,15,0.15364465885836195,0.058198671584082255,0.8962945938110352
triangular_structure,2,5,2,A,15,4.18868567692186e-05,0.0016417628655899241,1.3318440914154053
triangular_structure,2,5,2,B,15,2.6422872980468908,4.965309056582957,1.3318440914154053
triangular_structure,2,5,2,C,15,1.8176353954842805,0.02912248474849831,1.3318440914154053
triangular_structure,2,5,1,A,16,0.037773442481207495,0.03942828966787788,1.2292845249176025
triangular_structure,2,5,1,B,16,2.3572314628501942,4.965309056582957,1.2292845249176025
triangular_structure,2,5,1,C,16,0.9937902421916252,0.02912248474849831,1.2292845249176025
triangular_structure,2,5,2,A,16,1.5530846177607471,3.4969766573315493,1.4010860919952393
triangular_structure,2,5,2,B,16,2.323127567441156,2.583980702959341,1.4010860919952393
triangular_structure,2,5,2,C,16,0.015723788566511257,0.058198671584082255,1.4010860919952393
triangular_structure,2,5,1,A,17,0.03934676096547565,0.03942828966787788,0.9016847610473633
triangular_structure,2,5,1,B,17,2.243872153644036,4.694264558551575,0.9016847610473633
triangular_structure,2,5,1,C,17,2.810681313848285,3.2649897331493394,0.9016847610473633
triangular_structure,2,5,2,A,17,0.1228417654231202,0.19499285228904453,1.3705387115478516
triangular_structure,2,5,2,B,17,0.6647805571507683,2.485813792811358,1.3705387115478516
triangular_structure,2,5,2,C,17,1.5316380594147363,3.730621996379226,1.3705387115478516
triangular_structure,2,5,1,A,18,3.9157800159669516,6.708541025504551,0.9718291759490967
triangular_structure,2,5,1,B,18,2.3366023234257587,2.858111758020219,0.9718291759490967
triangular_structure,2,5,1,C,18,0.04883201690918412,0.058198671584082255,0.9718291759490967
triangular_structure,2,5,2,A,18,0.015772280437945305,0.0016417628655899241,1.7238538265228271
triangular_structure,2,5,2,B,18,2.8519847084729077,4.423220060520193,1.7238538265228271
triangular_structure,2,5,2,C,18,0.2129951265620458,0.005963547270296549,1.7238538265228271
triangular_structure,2,5,1,A,19,0.06771597640914764,0.03942828966787788,0.8993527889251709
triangular_structure,2,5,1,B,19,2.207547139477616,4.694264558551575,0.8993527889251709
triangular_structure,2,5,1,C,19,1.9346416414444736,3.730621996379226,0.8993527889251709
triangular_structure,2,5,2,A,19,0.0020308971376580276,0.0016417628655899241,1.2255394458770752
triangular_structure,2,5,2,B,19,2.3003198451481928,4.694264558551575,1.2255394458770752
triangular_structure,2,5,2,C,19,1.8843983935386215,3.730621996379226,1.2255394458770752
triangular_structure,2,5,1,A,20,0.03222332301534887,0.03942828966787788,1.1179580688476562
triangular_structure,2,5,1,B,20,1.2140827543918973,4.965309056582957,1.1179580688476562
triangular_structure,2,5,1,C,20,0.5603473716095536,1.2436580892944407,1.1179580688476562
triangular_structure,2,5,2,A,20,1.5069757623885571,3.4969766573315493,0.9044337272644043
triangular_structure,2,5,2,B,20,0.09818628000577975,0.03563153290330809,0.9044337272644043
triangular_structure,2,5,2,C,20,0.571269165330036,1.9840732995837778,0.9044337272644043
triangular_structure,2,5,1,A,21,0.0351267108781895,0.03942828966787788,0.9964795112609863
triangular_structure,2,5,1,B,21,1.5783786244982418,4.792431468699558,0.9964795112609863
triangular_structure,2,5,1,C,21,2.0779909928647076,2.2088325131087143,0.9964795112609863
triangular_structure,2,5,2,A,21,0.014650451188743696,0.0016417628655899241,1.2581090927124023
triangular_structure,2,5,2,B,21,1.7738660872623304,5.3406935788213135,1.2581090927124023
triangular_structure,2,5,2,C,21,0.38207621273521575,1.146692154974623,1.2581090927124023
triangular_structure,2,5,1,A,22,1.3188152405882492,3.4969766573315493,0.8261833190917969
triangular_structure,2,5,1,B,22,0.02394277115147303,0.003231972010263918,0.8261833190917969
triangular_structure,2,5,1,C,22,1.7045922550980448,1.5435464908872378,0.8261833190917969
triangular_structure,2,5,2,A,22,0.1505699645719258,0.19499285228904453,1.216381311416626
triangular_structure,2,5,2,B,22,1.1631655351767938,5.161642876878923,1.216381311416626
triangular_structure,2,5,2,C,22,0.7398138155490089,1.9131581031232463,1.216381311416626
triangular_structure,2,5,1,A,23,0.03299074040709313,0.03942828966787788,0.8581428527832031
triangular_structure,2,5,1,B,23,2.0552131434763923,5.161642876878923,0.8581428527832031
triangular_structure,2,5,1,C,23,1.1643840067630458,1.9131581031232463,0.8581428527832031
triangular_structure,2,5,2,A,23,2.028922734445959,3.4969766573315493,0.8689701557159424
triangular_structure,2,5,2,B,23,0.01842584101191836,0.029721429026659123,0.8689701557159424
triangular_structure,2,5,2,C,23,1.0093823568421934,3.240447913754668,0.8689701557159424
triangular_structure,2,5,1,A,24,0.027642761468856275,0.03942828966787788,0.8736786842346191
triangular_structure,2,5,1,B,24,2.7024774499308215,5.7160781010596695,0.8736786842346191
triangular_structure,2,5,1,C,24,0.569325216302092,5.492967997148754e-05,0.8736786842346191
triangular_structure,2,5,2,A,24,3.693117951667464,6.708541025504551,2.0318703651428223
triangular_structure,2,5,2,B,24,2.170704630122552,2.211682737750481,2.0318703651428223
triangular_structure,2,5,2,C,24,2.81858990969082,0.01754301600939743,2.0318703651428223
triangular_structure,2,5,1,A,25,0.04878524558332126,0.03942828966787788,1.0822269916534424
triangular_structure,2,5,1,B,25,1.7340386113258472,4.792431468699558,1.0822269916534424
triangular_structure,2,5,1,C,25,0.7833267078228954,2.239000104364752,1.0822269916534424
triangular_structure,2,5,2,A,25,0.00045054940538884723,0.0016417628655899241,1.3337559700012207
triangular_structure,2,5,2,B,25,0.9883778735352003,2.858111758020219,1.3337559700012207
triangular_structure,2,5,2,C,25,1.052364280485859,2.652367802065121,1.3337559700012207
triangular_structure,2,55,1,A,1,0.015233438669076477,0.02777421758503261,2.7263922691345215
triangular_structure,2,55,1,B,1,0.003773049074117453,0.0065320541271847755,2.7263922691345215
triangular_structure,2,55,1,C,1,0.06701910956244224,0.05355252090882015,2.7263922691345215
triangular_structure,2,55,2,A,1,0.014610803088179816,0.010536288479123385,2.738032817840576
triangular_structure,2,55,2,B,1,0.02302864612079513,0.012536992285449336,2.738032817840576
triangular_structure,2,55,2,C,1,0.025833025995479608,0.02613739396229564,2.738032817840576
triangular_structure,2,55,3,A,1,0.07238046323322078,0.03942828966787788,2.518388509750366
